book_id,title,author,isbn,subject_area,genre,mood,tags,summary,publication_year,edition,language,page_count,rating
164,The Legends of Khasak,O.V. Vijayan,9789399449744,Fiction/Stories,Literary Fiction,Relaxing,literary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, O.V. Vijayan follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of literary fiction, ""The Legends of Khasak"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1969,Special Edition,English,206,3.8
165,Aavarana,S.L. Bhyrappa,9780011059624,Fiction/Stories,Historical Fiction,Relaxing | Emotional | Fast-paced,historical fiction;fiction;novel;leisure-reading;story;history,"Told with a distinct narrative voice, this novel follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of historical fiction, ""Aavarana"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2007,Reprint Edition,English,297,4.2
166,Parva,S.L. Bhyrappa,9780254268937,Fiction/Stories,Mythological Fiction,Inspirational,mythological fiction;fiction;novel;leisure-reading;story;indian-mythology,"Told with a distinct narrative voice, this novel follows a central figure caught between duty and desire. Written in the tradition of mythological fiction, ""Parva"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1979,1st Edition,English,232,4.6
167,Vamsha Vriksha,S.L. Bhyrappa,9780559478406,Fiction/Stories,Literary Fiction,Magical | Calm | Funny,literary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, S.L. Bhyrappa follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of literary fiction, ""Vamsha Vriksha"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1965,Special Edition,English,268,3.6
168,Samskara,U.R. Ananthamurthy,9781609681784,Fiction/Stories,Literary Fiction,Hopeful | Epic | Fantasy,literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this literary fiction follows a central figure caught between duty and desire. Written in the tradition of literary fiction, ""Samskara"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1965,Special Edition,English,451,3.4
169,Bharathipura,U.R. Ananthamurthy,9789360558048,Fiction/Stories,Literary Fiction,Relaxing,literary fiction;fiction;novel;leisure-reading;story,"This literary fiction follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of literary fiction, ""Bharathipura"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1973,Special Edition,English,211,3.6
170,The Perry Mason of Kolkata,Various,9780937435885,Fiction/Stories,Crime Fiction,Fast-paced,crime fiction;fiction;novel;leisure-reading;story;suspense,"Set against a richly drawn backdrop, this crime fiction follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of crime fiction, ""The Perry Mason of Kolkata"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2010,Reprint Edition,English,249,4.6
171,A Case of Exploding Mangoes,Mohammed Hanif,9780430251272,Fiction/Stories,Satire,Fast-paced | Mysterious,satire;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this satire follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of satire, ""A Case of Exploding Mangoes"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",2008,Reprint Edition,English,266,3.7
172,Our Lady of Alice Bhatti,Mohammed Hanif,9789303050356,Fiction/Stories,Literary Fiction,Emotional | Funny | Thought-provoking,literary fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of literary fiction, ""Our Lady of Alice Bhatti"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2011,Reprint Edition,English,556,3.8
173,The Devotion of Suspect X (Indian ed.),Keigo Higashino,9780027123074,Fiction/Stories,Crime Fiction,Fast-paced | Thought-provoking | Relaxing,crime fiction;fiction;novel;leisure-reading;story;suspense,"This crime fiction follows a journey that tests conviction as much as courage. Written in the tradition of crime fiction, ""The Devotion of Suspect X (Indian ed.)"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2005,Popular Edition,English,356,4.5
174,The Blue Umbrella,Ruskin Bond,9781154270532,Fiction/Stories,Novella,Relaxing | Educational,novella;fiction;novel;leisure-reading;story,"Spanning years and relationships, this novella traces a central figure caught between duty and desire. Written in the tradition of novella, ""The Blue Umbrella"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1980,Special Edition,English,390,4.2
175,A Flight of Pigeons,Ruskin Bond,9789325507531,Fiction/Stories,Historical Fiction,Mysterious,historical fiction;fiction;novel;leisure-reading;story;history,"Set against a richly drawn backdrop, this historical fiction follows a journey that tests conviction as much as courage. Written in the tradition of historical fiction, ""A Flight of Pigeons"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1975,Reprint Edition,English,472,3.6
176,The Room on the Roof,Ruskin Bond,9781256452676,Fiction/Stories,Coming-of-age,Suspenseful | Romantic,coming of age;fiction;novel;leisure-reading;story,"A memorable entry in coming-of-age, the story follows a central figure caught between duty and desire. Written in the tradition of coming-of-age, ""The Room on the Roof"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1956,Reprint Edition,English,569,3.3
177,Vagrants in the Valley,Ruskin Bond,9781373414434,Fiction/Stories,Coming-of-age,Dark,coming of age;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a journey that tests conviction as much as courage. Written in the tradition of coming-of-age, ""Vagrants in the Valley"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1981,Special Edition,English,561,3.5
